as2dist2:Loopback0, 6, base, 13, True
as2dist2:Loopback0, 6, empty, 0, False
as2dist2:Loopback0, 6, neighbor, 5, True
as2dist2:Loopback0, 6, crystal-net, 7, True
as2dist2:Loopback0, 6, heimdall, 13, True
as2dist1:GigabitEthernet0/0, 3, base, 13, True
as2dist1:GigabitEthernet0/0, 3, empty, 0, False
as2dist1:GigabitEthernet0/0, 3, neighbor, 4, True
as2dist1:GigabitEthernet0/0, 3, crystal-net, 7, True
as2dist1:GigabitEthernet0/0, 3, heimdall, 7, True
as2border1:GigabitEthernet1/0, 15, base, 13, True
as2border1:GigabitEthernet1/0, 15, empty, 0, False
as2border1:GigabitEthernet1/0, 15, neighbor, 8, False
as2border1:GigabitEthernet1/0, 15, crystal-net, 11, True
as2border1:GigabitEthernet1/0, 15, heimdall, 13, True
as1core1:GigabitEthernet0/0, 17, base, 13, True
as1core1:GigabitEthernet0/0, 17, empty, 0, False
as1core1:GigabitEthernet0/0, 17, neighbor, 8, False
as1core1:GigabitEthernet0/0, 17, crystal-net, 11, False
as1core1:GigabitEthernet0/0, 17, heimdall, 13, True
as2border1:GigabitEthernet2/0, 6, base, 13, True
as2border1:GigabitEthernet2/0, 6, empty, 0, False
as2border1:GigabitEthernet2/0, 6, neighbor, 5, False
as2border1:GigabitEthernet2/0, 6, crystal-net, 7, True
as2border1:GigabitEthernet2/0, 6, heimdall, 13, True
as2border2:GigabitEthernet2/0, 14, base, 13, True
as2border2:GigabitEthernet2/0, 14, empty, 0, False
as2border2:GigabitEthernet2/0, 14, neighbor, 8, False
as2border2:GigabitEthernet2/0, 14, crystal-net, 11, True
as2border2:GigabitEthernet2/0, 14, heimdall, 13, True
as2core2:Loopback0, 6, base, 13, True
as2core2:Loopback0, 6, empty, 0, False
as2core2:Loopback0, 6, neighbor, 5, True
as2core2:Loopback0, 6, crystal-net, 7, True
as2core2:Loopback0, 6, heimdall, 13, True
as1border1:Loopback0, 15, base, 13, True
as1border1:Loopback0, 15, empty, 0, False
as1border1:Loopback0, 15, neighbor, 8, False
as1border1:Loopback0, 15, crystal-net, 11, True
as1border1:Loopback0, 15, heimdall, 13, True
as2dist1:GigabitEthernet1/0, 6, base, 13, True
as2dist1:GigabitEthernet1/0, 6, empty, 0, False
as2dist1:GigabitEthernet1/0, 6, neighbor, 5, True
as2dist1:GigabitEthernet1/0, 6, crystal-net, 7, True
as2dist1:GigabitEthernet1/0, 6, heimdall, 13, True
as3core1:GigabitEthernet1/0, 17, base, 13, True
as3core1:GigabitEthernet1/0, 17, empty, 0, False
as3core1:GigabitEthernet1/0, 17, neighbor, 9, True
as3core1:GigabitEthernet1/0, 17, crystal-net, 12, True
as3core1:GigabitEthernet1/0, 17, heimdall, 13, True
as2dist2:GigabitEthernet2/0, 7, base, 13, True
as2dist2:GigabitEthernet2/0, 7, empty, 0, False
as2dist2:GigabitEthernet2/0, 7, neighbor, 5, True
as2dist2:GigabitEthernet2/0, 7, crystal-net, 7, True
as2dist2:GigabitEthernet2/0, 7, heimdall, 13, True
as1border1:GigabitEthernet0/0, 15, base, 13, True
as1border1:GigabitEthernet0/0, 15, empty, 0, False
as1border1:GigabitEthernet0/0, 15, neighbor, 8, False
as1border1:GigabitEthernet0/0, 15, crystal-net, 10, False
as1border1:GigabitEthernet0/0, 15, heimdall, 12, False
as2core2:GigabitEthernet1/0, 6, base, 13, True
as2core2:GigabitEthernet1/0, 6, empty, 0, False
as2core2:GigabitEthernet1/0, 6, neighbor, 5, True
as2core2:GigabitEthernet1/0, 6, crystal-net, 7, True
as2core2:GigabitEthernet1/0, 6, heimdall, 13, True
as3core1:Loopback0, 2, base, 13, True
as3core1:Loopback0, 2, empty, 0, False
as3core1:Loopback0, 2, neighbor, 3, True
as3core1:Loopback0, 2, crystal-net, 4, True
as3core1:Loopback0, 2, heimdall, 13, True
as2border2:GigabitEthernet0/0, 14, base, 13, True
as2border2:GigabitEthernet0/0, 14, empty, 0, False
as2border2:GigabitEthernet0/0, 14, neighbor, 8, False
as2border2:GigabitEthernet0/0, 14, crystal-net, 11, True
as2border2:GigabitEthernet0/0, 14, heimdall, 13, True
as1border2:GigabitEthernet0/0, 5, base, 13, True
as1border2:GigabitEthernet0/0, 5, empty, 0, False
as1border2:GigabitEthernet0/0, 5, neighbor, 4, True
as1border2:GigabitEthernet0/0, 5, crystal-net, 6, True
as1border2:GigabitEthernet0/0, 5, heimdall, 13, True
as2dept1:GigabitEthernet2/0, 17, base, 13, True
as2dept1:GigabitEthernet2/0, 17, empty, 0, False
as2dept1:GigabitEthernet2/0, 17, neighbor, 9, True
as2dept1:GigabitEthernet2/0, 17, crystal-net, 13, True
as2dept1:GigabitEthernet2/0, 17, heimdall, 13, True
as2dist2:GigabitEthernet0/0, 6, base, 13, True
as2dist2:GigabitEthernet0/0, 6, empty, 0, False
as2dist2:GigabitEthernet0/0, 6, neighbor, 5, True
as2dist2:GigabitEthernet0/0, 6, crystal-net, 7, True
as2dist2:GigabitEthernet0/0, 6, heimdall, 13, True
as3border1:Loopback0, 2, base, 13, True
as3border1:Loopback0, 2, empty, 0, False
